idx,A_fr,Aq,NTU,eps,dp_hot,dp_cold,t_hot_out,t_cold_out,re_hot,re_cold,g2_hot,g2_cold,Aq/Ao_c,Aq/Ao_h,dW_Ex,dW_Eu,R_c/R_t,valid
61,0.014174741629268049,16.0,11.187153518546609,0.9999582777644981,-936.6614523179676,0.00022946754884145548,722.0435821303469,777.978554770952,33993686.7387524,823034.0892500317,87.78040041639906,0.0020334495554535357,12929.988928899635,1340.0170344495984,-0.032259264697827125,-14.876035910477183,0.4417679373217602,False
62,0.013219411484660288,16.0,11.963127067689923,0.9999791044187393,-1040.8447147198863,0.0002775876348670714,722.0424166967548,777.989259671232,36450316.0452512,882512.4764999278,100.92612943756912,0.002337972851171118,13864.403309415444,1436.8563429757824,-0.03276773434771729,-14.949652376271024,0.4426375217927912,False
63,0.012328467394420659,16.0,12.793743891274595,0.999990032317417,-1152.8995304267455,0.00033584633506977823,722.0418051851763,777.9948766111523,39084479.127239816,946289.2015660284,116.04052333926244,0.0026881006406839834,14866.34522141763,1540.6939593105544,-0.033260729080495405,-15.019056502194454,0.4434876256611561,False
64,0.011497569953977356,16.0,13.682891317477429,0.9999954868255897,-1272.3566582141325,0.0004063887132665922,722.041499957703,777.997680228353,41909005.85748589,1014674.8933815719,133.4184034589312,0.003090662515959544,15940.694692015924,1652.035631718014,-0.03373612548236878,-15.084193083015775,0.44431855507146306,False
65,0.010722672220103232,16.0,14.634735009301181,0.9999980675605077,-1398.3252395662403,0.0004918151588004793,722.0413555429961,777.9990067261009,44937653.28802075,1088002.6291698788,153.39874269170355,0.003553510848138052,17092.68441432262,1771.423657484344,-0.03419136056964913,-15.144961986944462,0.44513061807726495,False
66,0.01,16.0,15.653738970704305,0.9999992206404591,-1529.3547006471117,0.0005952784870946193,722.0412910180804,777.9995994091959,48185172.65480909,1166629.5567199138,176.3712774950035,0.004085673955868466,18327.925233644863,1899.439524214104,-0.03462330217154993,-15.20120473845695,0.4459241242134109,False
67,0.0093260334688322,16.0,16.744686993980032,0.999999705200636,-1663.259937744548,0.0007206018998386909,722.0412639026974,777.9998484731268,51667381.22465992,1250938.6338991965,202.78411008711544,0.004697532211674106,19652.43347549328,2036.7067420056667,-0.035028067551679865,-15.252685293741948,0.4466993840876114,False
68,0.008697490026177835,16.0,17.91270565234999,0.9999998958910923,-1796.900821357512,0.0008724223425029543,722.0412532318973,777.9999464880212,55401239.33431442,1341340.4938764803,233.1524491281655,0.005401020521478502,21072.66024850986,2183.8938803001124,-0.03540076331801164,-15.29906174904477,0.4474567089910336,False
69,0.008111308307896872,16.0,19.16328894924302,0.999999965841748,-1925.9049274222011,0.001056364813324162,722.0412493175459,777.9999824426584,59404932.99693437,1438275.4451388887,268.06865937922305,0.006209861126856633,22595.522865037034,2341.717824194747,-0.03573510170587363,-15.33984341102495,0.44819641052769804,False
70,0.007564633275546291,16.0,20.502324743777248,0.9999999896421145,-2044.319741547079,0.0012792544352258073,722.0412479857071,777.9999946760468,63697962.47833221,1542215.6160447367,308.2138163681545,0.007139831271051877,24228.438532363994,2510.9472660813594,-0.03602281520157387,-15.374323295172598,0.44891880026240305,False
71,0.007054802310718645,16.0,21.93612308059212,0.9999999971134956,-2144.177189008564,0.0015493746628489902,722.0412475676179,777.9999985163367,68301237.27435908,1653667.2543572292,354.37099144751886,0.008209070949851405,25979.360478745813,2692.4064496154756,-0.03625272710420609,-15.401467407034179,0.4496241893868728,False
72,0.006579332246575682,16.0,23.471446561428927,0.9999999992651786,-2214.948858401379,0.0018767819427893961,722.0412474472124,777.9999996223019,73237177.95204493,1773173.1929590649,407.4405263828159,0.00943843675030799,27856.816690149553,2886.979184251863,-0.03640920228157741,-15.419723575114833,0.4503128884037852,False
73,0.006135907273413169,16.0,25.115542905778437,0.9999999998302168,-2242.863890932388,0.0022736895843440408,722.0412474155936,777.9999999127314,78529825.35051501,1901315.4937573927,468.4575954171793,0.010851908679285703,29869.9514463975,3095.6131498993773,-0.03646940372441544,-15.426669603141256,0.45098520682830606,False
74,0.005722367659350214,16.0,26.87617985855074,0.9999999999646406,-2210.0508919273343,0.0027549366752530613,722.0412474080714,777.9999999818251,84204957.67355257,2038718.2826564254,538.612397378104,0.012477057917426138,32028.56985901188,3319.324512661231,-0.036398042345476674,-15.418310314329235,0.4516414529067385,False
75,0.005336699231206307,16.0,28.761682614127707,0.9999999999934114,-2093.4422541724416,0.0033385617879597707,722.0412474064615,777.9999999966135,90290216.04411705,2186050.789405662,619.2733716934201,0.014345584622543407,34343.18562768624,3559.202874142028,-0.03613623153497062,-15.38751016228775,0.4522819333518637,False
76,0.0049770235643321085,16.0,30.780973938386214,0.9999999999989103,-1863.3070910813622,0.0040465062359149595,722.0412474061537,777.9999999994398,96815239.13233732,2344030.6071294835,712.013891168052,0.016493936272839467,36825.072247983975,3816.4165784274305,-0.03557407429443608,-15.319908253065279,0.4529069530945359,False
77,0.004641588833612777,16.0,32.94361718339309,0.9999999999998415,-1480.9211195114476,0.004905478131796537,722.0412474061015,777.9999999999185,103811807.51269644,2513427.187413902,818.6429521908298,0.01896401861134163,39486.317919675224,4092.218402584523,-0.034465728421270686,-15.180313561743628,0.453516815051077,False
78,0.004328761281083057,16.0,35.25986240353127,0.9999999999999799,-891.3769808696277,0.005948017002512351,722.0412474060938,777.9999999999898,111313998.45350942,2695065.587973525,941.2404610144603,0.02180401305924289,42339.88442314659,4387.951658398829,-0.03201723500121458,-14.839597076357167,0.45411181990600546,False
79,0.004037017258596553,16.0,37.74069579689136,0.9999999999999978,4214.73660603124,0.007213809998067644,722.0412474060929,777.9999999999989,119358351.89260595,2889830.49115199,1082.1978044027655,0.025069316542608102,45399.670250645555,4705.056735066903,nan,nan,0.45469226590961614,False
80,0.0037649358067924675,16.0,40.39789271192587,0.9999999999999998,1025.1514073453159,0.00875132592365735,722.0412474060927,777.9999999999999,127984048.40761517,3098670.5128282714,1244.26449601615,0.028823622064703833,48680.57829984441,5045.078114711148,nan,nan,0.45525844868993043,False
81,0.003511191734215131,16.0,43.24407447669523,1.0,2630.1617857001293,0.010619854124856332,722.0412474060927,778.0,137233100.04766825,3322602.822715674,1430.6018084196066,0.033140161101593756,52198.58845943019,5409.671894886402,nan,nan,0.4558106610785213,False
82,0.0032745491628777285,16.0,46.29276932661635,1.0,4760.5844862231625,0.01289206427126155,722.0412474060927,778.0,147150554.95597795,3562718.098556994,1644.844436859093,0.03810313205516534,55970.835440253315,5800.613854717162,nan,nan,0.45634919294971915,False
83,0.0030538555088334154,16.0,49.558477726551345,1.0,7573.846520946472,0.015657244412247806,722.0412474060927,778.0,157784716.77992392,3820185.8383456096,1891.1713976197925,0.04380934262699007,60015.692231117384,6219.808103952165,nan,nan,0.4568743310727026,False
84,0.002848035868435802,16.0,53.05674240443677,1.0,11253.136066611434,0.019025434931941865,722.0412474060927,778.0,169187379.93729457,4096260.0564460233,2174.3875439094677,0.050370098149158035,64352.859585686754,6669.296357062082,nan,nan,0.45738635897597457,False
85,0.0026560877829466868,16.0,56.804223436563866,1.0,16024.092701500653,0.023132766190953724,722.0412474060927,778.0,181414081.88456798,4392285.391357227,2500.0172893156127,0.057913372705864996,69003.46197636474,7151.267877550527,nan,nan,0.4578855568237327,False
86,0.0024770763559917113,16.0,60.818778749181334,1.0,22165.94062292196,0.028148446544286276,722.0412474060927,778.0,194524373.61591902,4709703.65486714,2874.4123670059107,0.06658630539564458,73990.15048249159,7668.070140912765,nan,nan,0.4583722013036416,False
87,0.0023101297000831605,16.0,65.11955042743023,1.0,30024.12453862041,0.03428406856060162,722.0412474060927,778.0,208582109.71043965,5050060.854496254,3304.8757266228085,0.07655807042633234,79337.21311398702,8222.220268176838,nan,nan,0.45884656552551834,False
88,0.002154434690031882,16.0,69.72705725086097,1.0,40025.561006775824,0.04180626669635257,722.0412474060927,778.0,223655759.34026578,5415014.723433782,3799.8039856047567,0.08802317702682831,85070.69310777594,8816.41728571496,nan,nan,0.45930891893045583,False
89,0.002009233002565046,16.0,74.66329390506085,1.0,52697.2313087348,0.05105438996005418,722.0412474060927,778.0,239818739.75439626,5806342.79464134,4368.851213589268,0.1012052635437291,91218.51577316764,9453.555271037376,nan,nan,0.4597595272099065,False
90,0.001873817422860383,16.0,79.95183735139044,1.0,68688.89106573042,0.062465995722975176,722.0412474060927,778.0,257149773.86246306,6225951.058449726,5023.117244676145,0.11636145973047396,97810.62450399931,10136.737448596292,nan,nan,0.46019865223426315,False
91,0.001747528400007683,16.0,85.61796087163735,1.0,88800.81375992228,0.07661516808572078,722.0412474060927,778.0,275733273.66008604,6675883.245816118,5775.364190769397,0.13378740231980432,104879.12661999818,10869.291304254357,nan,nan,0.4606265519904824,False
